taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,version,pangolin_version,pangoLEARN_version,pango_version,status,note
Sample3918,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3919,B.1.617.2,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3920,B.1.526,0,0.99977421539851,Iota (B.1.526-like),0.7826,0.1739,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 18; Ref alleles 4; Amb alleles 1; Oth alleles 0
Sample3921,AY.27,0,0.99977421539851,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3922,AY.27,0,0.99977421539851,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3923,AY.27,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3924,B.1.1.7,0,0.99977421539851,Alpha (B.1.1.7-like),0.913,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0
Sample3925,AY.108,0,0.99977421539851,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample3926,B.1.1.7,0,0.999322340185227,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3927,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.913,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 0; Oth alleles 1
Sample3928,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3929,B.1.438.1,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample3930,B.1.438.1,0,0.970485707645829,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample3931,B.1.1.7,0,0.996829710144927,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3932,B.1.564.1,0,0.993410588502613,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample3933,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3934,AY.25,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3935,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample3936,B.1.1.7,0,0.965195047886008,Alpha (B.1.1.7-like),0.8261,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 19; Ref alleles 1; Amb alleles 3; Oth alleles 0
Sample3937,B.1.1.176,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample3938,B.1.36.26,0,0.984410820724438,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample3939,AY.27,0,0.99977421539851,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3940,AY.25,0,0.926060606060606,Delta (B.1.617.2-like),0.8462,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Oth alleles 0
Sample3941,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.61
Sample3942,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample3943,Q.8,0,0.905632411067194,Alpha (B.1.1.7-like),0.7391,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 17; Ref alleles 1; Amb alleles 5; Oth alleles 0
Sample3944,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.86
Sample3945,P.1.14,0,0.989276751083733,Gamma (P.1-like),0.875,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample3946,B.1.36.18,0,0.99977421539851,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample3947,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3948,AY.86,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3949,AY.74,0,0.994552882433046,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample3950,AY.75,0,0.978792070078377,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3951,AY.93,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3952,B.1.160,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample3953,B.1.422,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,Assigned from designation hash.
Sample3954,B.1.1.7,0,0.993867817397229,Alpha (B.1.1.7-like),0.913,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0
Sample3955,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.67
Sample3956,B.1.1.121,0,0.985108820160367,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample3957,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3958,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3959,AY.93,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3960,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3961,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.71
Sample3962,B.1.1.7,NA,NA,Alpha (B.1.1.7-like),0.9565,0.0435,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3963,P.1.14,0,0.994324631101022,Gamma (P.1-like),0.875,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample3964,AY.25,0,0.968568102444703,Delta (B.1.617.2-like),0.8462,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Oth alleles 0
Sample3965,AY.27,0,0.833289439030814,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3966,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3967,B.1.1.7,0,0.997056825899932,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3968,B.1.1.7,0,0.99546485260771,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3969,B.1.36,0,0.97761366258943,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample3970,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3971,B.1.1.7,0,0.988353505366522,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3972,AZ.6,NA,NA,B.1.1.318-like,0.8421,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 16; Ref alleles 0; Amb alleles 0; Oth alleles 3
Sample3973,B.1.561,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample3974,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3975,B.1.1.7,0,0.995920217588395,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3976,B.1.1.7,0,0.99977421539851,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3977,B.1.438.1,0,0.884973571608356,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample3978,B.1.617.2,0,0.988122430333486,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3979,AY.33,0,0.99977421539851,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3980,B.1.438.1,0,0.94347722394467,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample3981,B.1.36.18,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample3982,AY.27,0,0.99977421539851,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3983,B.1.617.2,0,0.994096276112625,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3984,AL.1,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample3985,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:1.0
Sample3986,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3987,B.1.438.1,0,0.944484155349059,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample3988,B.1.438.1,0,0.929951690821256,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample3989,B.1.1.7,NA,NA,Alpha (B.1.1.7-like),0.9565,0.0435,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3990,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.37
Sample3991,B.1.1.431,0,0.99977421539851,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample3992,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3993,B.1.1.7,0,0.99977421539851,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3994,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3995,AY.27,0,0.99977421539851,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3996,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3997,B.1,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample3998,AY.15,0,0.989046097672296,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3999,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample4000,AY.25,0,0.993410588502613,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample4001,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample4002,AY.74,0,0.988815338963707,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample4003,AY.47,0,0.98347865993575,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample4004,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample4005,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample4006,AY.27,0,0.99637516991391,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample4007,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample4008,B.1.1.7,0,0.99977421539851,Alpha (B.1.1.7-like),0.913,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0
Sample4009,AY.36,0,0.983245352306633,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample4010,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample4011,AE.8,0,0.997283838841105,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample4012,B.1.1.176,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample4013,AL.1,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample4014,B.1.1.7,0,0.917135174773894,Alpha (B.1.1.7-like),0.8696,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 20; Ref alleles 1; Amb alleles 2; Oth alleles 0
Sample4015,AY.74,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample4016,B.4,0,0.989507299270073,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample4017,AY.74,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample4018,AY.25,0,0.99977421539851,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample4019,P.1.14,0,0.999548328816621,Gamma (P.1-like),0.875,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample4020,B.1.1.7,0,0.891113892365457,Alpha (B.1.1.7-like),0.7826,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 18; Ref alleles 1; Amb alleles 4; Oth alleles 0
Sample4021,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample4022,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,seq_len:16382
Sample4023,B.1,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample4024,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample4025,AY.36,0,0.984876260311641,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample4026,B.1.160,0,0.998870056497175,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample4027,B.1.438.1,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample4028,AY.25,0,0.794557823129252,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample4029,AY.25,0,0.999322340185227,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample4030,AY.86,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample4031,B.1.1.7,0,0.976432532347505,Alpha (B.1.1.7-like),0.8696,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 20; Ref alleles 1; Amb alleles 2; Oth alleles 0
Sample4032,B.1.1.25,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample4033,B.1.1.7,0,0.998190863862506,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample4034,AY.25,0,0.959361052384308,Delta (B.1.617.2-like),0.8462,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Oth alleles 0
Sample4035,AY.27,0,0.99977421539851,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample4036,AY.27,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample4037,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample4038,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample4039,B.1.1.7,0,0.939176245210728,Alpha (B.1.1.7-like),0.913,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0
Sample4040,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample4041,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:1.0
Sample4042,A.2.5.1,0,0.949240986717268,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample4043,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample4044,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample4045,B.1.2,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,Assigned from designation hash.
Sample4046,AY.27,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample4047,B.1.279,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,Assigned from designation hash.
Sample4048,B.1.2,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample4049,B.1.617.2,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
