taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,version,pangolin_version,pangoLEARN_version,pango_version,status,note
Sample3656,None,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,fail,N_content:1.0
Sample3657,B.1.1.176,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3658,B.1.1.487,0,0.996958352831072,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3659,B.1.1.7,0,0.999766682221185,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3660,B.1.36.31,0,0.99058158700259,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3661,B.1.525,0,0.963992266795553,Eta (B.1.525-like),0.875,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 2; Oth alleles 0
Sample3662,B.1.160,0,0.955918168533853,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3663,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample3664,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3665,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3666,B.1.422,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,Assigned from designation hash.
Sample3667,B.1.2,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,Assigned from designation hash.
Sample3668,AY.27,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3669,AY.44,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3670,None,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,fail,N_content:0.79
Sample3671,B.1.279,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,Assigned from designation hash.
Sample3672,B.1.438.1,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3673,P.1.14,0,0.966987951807229,Gamma (P.1-like),0.875,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample3674,B.1.160,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,Assigned from designation hash.
Sample3675,B.1.438.1,0,0.845718901453958,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3676,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample3677,B.1,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,Assigned from designation hash.
Sample3678,B.1.422,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3679,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3680,AY.27,0,0.997427502338634,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3681,AY.25,0,0.999766682221185,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3682,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3683,AL.1,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3684,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample3685,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3686,B.1.1.7,0,0.981468282252316,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3687,B.1.1.7,0,0.99507735583685,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3688,B.1.36.36,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3689,AY.25,0,0.999766682221185,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3690,B.1.1.176,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3691,None,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,fail,N_content:0.86
Sample3692,B.1.147,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,Assigned from designation hash.
Sample3693,B.1.1.176,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3694,AY.27,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3695,P.1.14,0,0.987960339943343,Gamma (P.1-like),0.875,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample3696,B.1.1,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3697,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3698,B.1.36.18,0,0.999766682221185,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3699,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3700,None,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,fail,N_content:1.0
Sample3701,None,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,fail,N_content:1.0
Sample3702,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3703,B.1.617.2,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3704,B.1.617.2,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3705,AY.25,0,0.999766682221185,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3706,B.1.617.2,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3707,B.1.2,0,0.999766682221185,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3708,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample3709,P.1.14,0,0.988915094339623,Gamma (P.1-like),0.875,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample3710,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample3711,B.1.1.176,0,0.999766682221185,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3712,AY.27,0,0.999766682221185,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3713,B.1.2,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3714,P.1.14,0,0.815745856353591,Gamma (P.1-like),0.625,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 10; Ref alleles 0; Amb alleles 4; Oth alleles 2
Sample3715,B.1.128,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,Assigned from designation hash.
Sample3716,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3717,Q.8,0,0.968479307025987,Alpha (B.1.1.7-like),0.8261,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 19; Ref alleles 1; Amb alleles 3; Oth alleles 0
Sample3718,AY.25,0,0.999766682221185,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3719,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3720,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3721,AY.27,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3722,AY.27,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3723,B.1.438.1,0,0.970955352856457,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3724,B.1.617.2,0,0.999766682221185,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3725,B.1.36,0,0.999766682221185,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3726,B.1.617.2,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3727,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3728,B.1.160,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3729,B.1.1.157,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3730,AY.27,0,0.97292764734068,Delta (B.1.617.2-like),0.8462,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Oth alleles 0
Sample3731,AE.8,0,0.992716165413534,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3732,B.1.438.1,0,0.999766682221185,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3733,B.1.1.176,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3734,B.1.596,0,0.99953325554259,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3735,B.1.2,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,Assigned from designation hash.
Sample3736,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3737,AY.10,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3738,None,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,fail,N_content:0.68
Sample3739,B.1.525,0,0.963992266795553,Eta (B.1.525-like),0.9375,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 15; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample3740,B.1.617.2,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3741,AY.25,0,0.999766682221185,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3742,None,NA,NA,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,pangoLEARN lineage assignment Q.4 was not supported by scorpio
Sample3743,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3744,B.1.438.1,0,0.999766682221185,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3745,AY.23,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3746,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3747,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3748,P.1.14,0,0.989391796322489,Gamma (P.1-like),0.875,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample3749,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3750,None,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,fail,N_content:0.96
Sample3751,AY.27,0,0.987721369539551,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3752,B.1.619,0,0.999766682221185,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3753,B.1.438.1,0,0.999766682221185,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3754,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3755,AY.45,0,0.982676791646891,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample3756,B.1.2,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3757,B.1.1.7,0,0.999766682221185,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3758,AY.27,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3759,L.1,0,0.944348682590495,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3760,AY.44,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3761,AL.1,0,0.999066075180948,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3762,AY.39,0,0.94952217593727,Delta (B.1.617.2-like),0.8462,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Oth alleles 0
Sample3763,AY.25,0,0.897376543209877,Delta (B.1.617.2-like),0.6923,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 9; Ref alleles 0; Amb alleles 4; Oth alleles 0
Sample3764,Q.8,0,0.973910962182863,Alpha (B.1.1.7-like),0.8261,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 19; Ref alleles 1; Amb alleles 3; Oth alleles 0
Sample3765,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample3766,B.1.438.1,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3767,B.1.350,0,0.996018735362998,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3768,B.1.617.2,0,0.999766682221185,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3769,AE.8,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3770,None,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,fail,N_content:0.32
Sample3771,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3772,B.1.617.2,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3773,AY.27,0,0.953624603368318,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample3774,AY.15,0,0.841351351351351,Delta (B.1.617.2-like),0.8462,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Oth alleles 0
Sample3775,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3776,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3777,B.1.1.176,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3778,AY.15,0,0.980499405469679,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample3779,B.1.422,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,Assigned from designation hash.
Sample3780,B.1.617.2,0,0.97292764734068,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample3781,B.1.1.519,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3782,A.23.1,0,0.703658905352283,A.23.1-like,0.8333,0.0833,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 10; Ref alleles 1; Amb alleles 1; Oth alleles 0; scorpio replaced lineage assignment A
Sample3783,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3784,B.1.1.7,0,0.997427502338634,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3785,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3786,B.1.2,0,0.942786683107275,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3787,B.1.521,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,Assigned from designation hash.
Sample3788,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3789,B.1.1,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3790,AY.25,0,0.835370823145884,Delta (B.1.617.2-like),0.7692,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 10; Ref alleles 0; Amb alleles 3; Oth alleles 0
Sample3791,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3792,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample3793,AY.27,0,0.99953325554259,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample3794,A.2.5.2,0,0.993425686780934,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample3795,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
